lines_of_code,cyclomatic_complexity,num_functions,num_classes,comment_density,code_churn,num_developers,commit_frequency,avg_function_length,bug_fix_commits,past_defects,defect
3551,41,52,41,0.36,822,6,47,79,120,17,1
3597,36,50,92,0.25,7,11,70,88,136,28,1
1198,40,24,20,0.05,146,1,135,70,66,7,1
572,23,112,25,0.21,873,3,96,125,100,47,1
4627,2,82,44,0.43,6,8,203,195,153,39,1
171,32,26,68,0.15,836,11,256,189,87,14,1
3668,46,41,67,0.59,371,9,216,149,69,43,1
4726,6,51,48,0.24,346,10,254,92,171,48,1
3772,7,144,28,0.04,455,3,185,162,17,46,1
3133,21,41,71,0.25,637,10,198,197,17,16,1
2222,33,52,71,0.08,876,5,165,11,162,2,1
2756,16,185,74,0.59,511,7,286,76,73,33,1
4863,3,121,99,0.48,498,8,263,88,166,44,1
3357,26,101,61,0.49,68,12,91,6,20,34,1
3692,25,51,50,0.02,597,12,256,89,156,4,0
2867,15,59,12,0.11,576,2,103,130,174,2,1
4551,22,196,57,0.22,87,13,143,51,71,4,1
1534,43,40,38,0.48,900,9,46,6,63,40,1
326,37,144,24,0.38,448,2,190,104,82,7,1
1298,49,163,82,0.21,531,4,96,113,43,34,1
1174,48,26,35,0.3,597,11,260,192,179,23,1
2951,20,73,45,0.51,563,11,101,105,21,4,1
1707,29,187,88,0.53,923,11,215,168,65,33,1
1803,37,79,96,0.1,849,4,73,109,13,7,1
4652,19,84,83,0.37,512,9,255,61,168,6,0
3708,40,131,12,0.39,310,3,216,83,130,31,1
3452,31,133,27,0.05,978,8,23,117,138,32,1
4382,14,168,31,0.05,31,2,55,105,14,28,1
801,43,183,44,0.45,992,12,96,112,187,26,1
214,15,77,58,0.24,239,3,230,121,36,31,1
1742,1,176,45,0.26,116,1,103,157,58,12,1
2006,12,199,92,0.43,770,13,229,124,183,41,1
3910,11,181,60,0.55,89,4,285,119,115,16,1
2825,47,155,9,0.23,417,13,8,157,34,49,1
3339,9,73,19,0.46,303,1,233,149,159,12,1
1818,44,96,95,0.14,41,4,92,124,152,9,1
2473,33,164,91,0.25,679,9,55,171,30,49,1
4576,27,36,75,0.03,273,1,4,65,165,33,1
3746,34,39,53,0.54,183,10,114,129,36,8,1
832,49,57,72,0.6,112,3,244,193,102,35,1
3828,1,164,55,0.43,78,6,222,71,40,18,1
1004,10,114,82,0.56,888,14,201,166,92,41,1
2042,13,7,53,0.22,117,14,7,41,194,31,1
1709,29,103,58,0.42,277,10,111,188,130,43,1
190,47,149,94,0.03,770,10,277,138,142,10,1
769,5,15,82,0.29,466,7,199,26,144,42,1
1700,11,46,73,0.49,501,4,68,60,151,18,1
3623,27,88,22,0.03,806,10,206,118,125,43,1
3524,39,175,65,0.11,431,11,223,182,47,41,1
1065,36,187,40,0.18,829,9,2,41,152,34,1
4433,27,189,56,0.53,267,13,256,114,122,48,1
392,43,169,55,0.02,631,11,214,122,199,37,1
3233,39,54,29,0.24,46,10,224,187,93,25,1
2751,46,23,95,0.08,683,10,281,62,21,22,1
1025,25,73,33,0.0,480,7,196,25,140,36,1
2633,39,12,20,0.36,862,1,146,17,105,18,1
3170,24,136,14,0.38,644,3,277,17,91,13,1
1873,42,150,29,0.58,457,10,135,188,59,18,1
4476,48,50,53,0.35,483,13,143,67,86,25,1
4510,31,34,49,0.4,447,8,93,46,131,35,1
60,7,84,71,0.36,83,11,71,110,28,46,1
4654,25,107,18,0.2,993,10,258,81,48,3,1
2677,22,96,29,0.08,572,7,151,169,23,19,1
1518,11,141,88,0.11,785,14,62,186,158,36,1
1163,25,20,77,0.54,234,9,86,93,112,18,1
671,19,136,2,0.31,414,8,217,5,63,43,1
950,4,70,47,0.46,539,11,293,56,15,28,1
3797,25,99,18,0.16,914,2,288,91,1,15,1
4114,34,153,80,0.57,215,9,157,191,183,48,1
1521,28,142,56,0.39,607,10,205,64,163,36,1
3153,16,104,69,0.56,932,12,34,29,175,32,1
376,2,187,54,0.14,172,13,194,199,50,32,1
123,26,51,55,0.12,681,8,175,35,77,6,1
300,8,181,24,0.23,11,3,241,24,179,16,1
2547,43,144,55,0.57,98,6,177,104,45,48,1
2452,26,118,83,0.46,989,6,160,57,181,11,1
4678,38,102,78,0.49,421,1,27,188,26,1,1
345,21,102,80,0.56,708,11,30,151,187,34,1
347,17,67,7,0.15,530,14,230,106,32,14,1
351,30,38,40,0.56,163,10,5,176,48,35,1
4657,43,173,36,0.34,685,8,180,120,84,15,1
634,38,144,29,0.47,538,6,211,160,164,9,1
3674,44,95,68,0.53,431,9,38,149,61,12,1
1684,12,108,59,0.26,905,3,280,182,35,23,1
102,31,153,35,0.12,985,6,21,67,145,41,1
2326,44,78,45,0.37,687,14,220,11,109,20,1
2737,37,52,76,0.04,198,8,3,158,37,2,1
2894,38,107,74,0.4,751,2,219,193,151,29,1
4936,47,46,13,0.47,195,14,152,96,176,31,1
4640,7,122,16,0.5,982,3,179,15,175,12,1
4998,7,8,72,0.25,543,14,79,108,77,4,0
2768,35,184,62,0.1,766,1,273,29,41,16,1
3985,27,13,72,0.09,2,14,249,192,80,34,1
712,26,78,47,0.19,175,14,194,194,89,6,1
57,40,191,87,0.52,509,8,6,86,90,37,1
3733,43,15,23,0.55,415,9,232,167,1,10,1
3137,19,53,6,0.19,123,2,285,34,51,48,1
4811,22,55,29,0.48,422,6,287,71,31,33,1
718,1,5,99,0.25,269,12,153,108,14,37,1
3214,34,39,96,0.18,41,4,52,5,60,10,1
1335,32,13,81,0.46,637,14,153,139,22,38,1
3670,29,67,30,0.21,107,12,274,8,178,21,1
210,22,97,37,0.11,842,10,251,110,192,24,1
2448,20,19,78,0.32,190,2,236,154,174,37,1
3295,28,159,41,0.38,169,8,43,113,183,43,1
67,45,96,26,0.41,692,9,299,111,104,28,1
2583,28,53,55,0.23,323,12,293,187,61,20,1
4496,8,66,81,0.32,985,4,277,19,29,48,1
2625,47,121,64,0.41,175,4,36,96,176,6,1
2367,21,114,29,0.31,276,13,247,60,191,3,1
2968,18,128,28,0.18,162,14,136,64,81,26,1
1103,42,5,57,0.41,341,3,55,82,34,43,1
365,15,102,11,0.32,623,4,180,58,163,14,1
4882,10,158,11,0.46,515,10,144,19,194,33,1
2261,27,49,66,0.52,772,2,73,51,33,24,1
369,18,58,90,0.6,121,12,101,36,39,26,1
4577,20,146,64,0.57,565,6,13,46,127,43,1
2765,38,164,97,0.43,320,4,84,169,163,14,1
683,33,105,31,0.35,877,5,285,189,69,30,1
1755,46,38,40,0.57,431,7,176,133,55,23,1
4870,30,50,52,0.58,640,3,16,30,115,0,1
722,3,49,56,0.6,755,3,9,74,67,7,1
2329,1,156,38,0.45,222,5,115,114,12,43,1
3597,10,56,26,0.53,633,7,44,82,72,20,1
520,49,161,40,0.16,250,3,252,159,107,6,1
3281,1,130,65,0.59,208,8,241,78,96,42,1
2657,48,2,9,0.19,648,5,228,87,125,23,1
3382,33,160,86,0.07,396,6,77,45,4,41,1
2670,29,12,84,0.38,2,1,141,87,109,33,1
4747,35,39,8,0.35,556,7,77,101,100,45,1
1432,37,51,26,0.08,93,4,143,176,136,33,1
4425,31,134,23,0.07,538,11,173,37,138,29,1
1235,46,15,70,0.26,313,6,83,193,38,8,1
1960,46,47,57,0.54,469,7,110,147,92,18,1
965,7,45,9,0.36,103,6,266,42,14,14,1
1667,20,45,47,0.14,431,1,97,57,108,30,1
1733,43,15,65,0.12,65,3,59,179,65,26,1
2475,22,10,45,0.05,371,6,227,40,124,40,1
475,42,79,93,0.05,533,14,287,73,38,0,1
1837,12,103,61,0.3,367,10,6,79,3,26,1
2634,10,111,40,0.12,249,6,118,116,197,34,1
4698,38,99,99,0.15,439,13,214,174,38,8,1
218,31,12,13,0.45,129,4,93,107,110,42,1
564,40,35,32,0.09,967,2,75,32,36,3,1
3485,39,4,3,0.3,394,13,99,38,6,43,1
4575,45,138,51,0.15,455,9,217,37,184,42,1
2666,21,84,53,0.43,62,11,116,130,130,1,1
2427,23,171,32,0.44,705,7,193,127,194,18,1
740,31,159,57,0.17,233,1,86,134,156,44,1
3254,44,159,23,0.41,599,1,251,78,48,43,1
2554,44,159,56,0.35,850,7,119,25,171,2,1
402,30,148,63,0.29,560,7,192,166,188,8,1
1167,22,112,13,0.34,345,4,119,114,193,40,1
1455,45,73,11,0.28,54,7,134,191,0,10,1
3989,21,165,48,0.31,719,5,139,182,93,25,1
4224,41,122,31,0.11,738,1,272,68,179,41,1
727,20,59,95,0.18,933,2,1,61,59,11,1
600,28,152,12,0.49,548,13,268,174,140,8,1
869,39,89,61,0.08,302,1,5,41,160,10,1
263,16,59,69,0.37,387,9,100,149,19,9,1
1716,19,73,36,0.09,115,1,275,39,52,32,1
4814,24,157,3,0.44,98,7,228,175,62,15,1
943,43,74,73,0.34,116,12,85,146,126,9,1
4304,31,86,41,0.51,809,4,153,48,143,7,1
4126,5,173,60,0.11,358,9,202,7,21,42,1
3955,17,140,23,0.07,560,8,287,122,105,13,1
2836,1,118,75,0.53,195,6,234,166,174,18,1
2298,37,8,95,0.57,489,13,255,118,99,37,1
71,30,188,46,0.36,974,7,66,58,145,5,1
3363,32,195,32,0.55,993,4,71,138,181,6,1
1311,32,26,77,0.12,96,13,80,50,136,33,1
1222,2,20,44,0.53,990,6,19,45,5,42,1
4930,34,81,73,0.53,528,8,61,187,145,10,1
2104,44,159,8,0.43,284,2,152,88,75,7,1
1942,29,170,65,0.57,686,7,279,7,195,14,1
2865,5,50,35,0.34,753,11,185,104,40,21,1
4724,30,160,77,0.24,666,1,160,194,6,38,1
4634,43,134,23,0.25,688,11,38,162,107,2,1
1837,45,160,70,0.12,698,8,109,168,54,18,1
2040,18,32,18,0.5,664,6,220,100,67,40,1
4367,14,171,91,0.32,878,8,75,173,131,49,1
2510,37,32,10,0.04,449,13,169,155,170,44,1
2681,11,129,99,0.23,872,5,255,136,186,30,1
2318,4,105,93,0.49,122,9,215,91,90,9,1
2226,22,11,48,0.05,507,11,142,76,185,10,0
926,49,12,95,0.39,282,6,46,151,170,19,1
3542,46,21,31,0.34,625,2,53,36,178,49,1
4308,3,21,16,0.08,202,10,293,176,163,46,1
1004,24,138,72,0.24,50,2,192,92,54,25,1
4169,34,137,4,0.23,527,1,78,141,171,10,1
4338,8,140,25,0.23,748,14,256,27,149,15,1
927,24,32,18,0.09,192,6,82,99,77,16,1
4535,16,18,44,0.5,618,12,67,110,98,18,1
2594,6,50,43,0.06,446,6,12,13,0,16,1
2226,21,167,80,0.55,371,2,35,36,33,13,1
2650,32,197,17,0.19,764,13,167,49,116,8,1
3157,39,133,1,0.53,698,9,24,146,110,45,1
3578,22,71,15,0.51,854,8,82,111,159,1,1
2458,47,184,52,0.01,38,7,115,162,133,49,1
4910,9,78,0,0.28,35,12,280,194,115,48,1
2023,18,105,31,0.19,55,14,280,97,44,0,1
3998,12,22,78,0.42,679,7,274,35,168,10,1
1288,6,107,33,0.04,267,5,24,14,152,16,1
2384,27,31,83,0.18,647,14,297,88,13,24,1
817,44,18,45,0.05,385,9,44,170,168,46,1
2466,39,8,76,0.19,151,6,232,82,5,31,1
3595,47,161,21,0.25,893,3,205,60,116,35,1
2359,1,109,97,0.18,492,11,226,188,111,12,1
4933,15,143,48,0.4,853,1,212,190,41,9,0
4256,14,7,88,0.37,450,2,280,143,198,40,1
4286,13,163,20,0.27,73,1,204,64,27,39,1
794,21,36,42,0.1,629,7,241,132,91,27,1
2632,46,40,3,0.18,851,3,190,180,30,48,1
4224,47,77,60,0.0,295,9,86,27,186,21,1
1567,41,169,96,0.34,614,7,251,169,39,11,1
2606,6,11,66,0.23,10,6,277,95,191,30,1
4211,20,124,64,0.34,336,14,86,82,105,14,1
4033,4,114,97,0.29,735,12,74,16,177,24,1
1444,40,100,73,0.26,514,10,22,143,1,34,1
336,19,87,46,0.44,910,3,37,92,51,33,1
3297,43,179,52,0.33,938,12,112,172,74,39,1
4268,40,151,6,0.46,236,10,17,93,58,32,1
2652,10,174,85,0.4,690,3,179,152,125,3,0
53,5,113,4,0.1,839,1,217,86,135,25,1
461,2,132,79,0.06,303,12,87,73,28,18,1
4395,31,42,92,0.3,450,11,298,32,33,43,1
3777,44,108,55,0.57,320,12,214,84,49,7,1
1967,20,34,4,0.04,886,3,162,79,28,40,1
1406,6,174,29,0.04,96,9,213,31,38,6,1
207,43,135,57,0.33,96,12,127,69,43,22,1
1650,19,37,97,0.59,552,13,94,136,185,40,1
2934,18,20,90,0.29,392,10,127,116,82,49,1
3539,30,157,60,0.44,669,3,187,68,146,31,1
2432,7,164,9,0.29,634,14,130,128,123,15,1
202,17,199,47,0.28,179,9,169,122,187,9,1
1679,4,184,73,0.13,70,11,38,12,129,36,1
2846,3,5,22,0.37,275,5,5,91,39,11,1
2931,25,57,5,0.59,577,2,163,193,11,33,1
3852,30,15,26,0.3,847,3,24,49,14,20,1
2855,36,192,51,0.39,491,9,102,70,0,44,1
4130,14,118,77,0.54,608,11,214,64,79,49,1
3520,41,109,86,0.27,83,11,38,99,171,49,1
1105,23,45,33,0.29,128,3,228,132,100,35,1
2629,16,54,80,0.18,902,7,168,56,93,12,1
4198,28,2,51,0.18,191,8,79,166,161,22,1
2815,12,184,97,0.16,942,4,237,17,167,36,1
1378,8,168,30,0.31,179,9,173,153,59,20,1
4094,30,129,21,0.53,823,11,195,96,147,17,1
2442,41,16,4,0.3,562,14,156,104,103,23,1
3203,38,6,72,0.5,987,1,38,129,5,22,1
50,46,72,17,0.54,595,1,51,142,165,39,1
216,6,104,20,0.55,351,1,146,149,105,33,1
3304,39,175,60,0.27,5,8,261,100,162,24,1
1935,5,76,44,0.4,496,7,206,122,124,10,1
4418,3,134,69,0.11,926,13,96,90,77,35,1
949,10,176,28,0.38,963,2,197,113,153,7,1
2298,30,2,82,0.02,448,10,62,99,191,41,1
3313,16,189,45,0.4,614,14,208,62,30,14,1
3462,11,139,50,0.2,651,13,13,105,188,28,1
3627,3,138,3,0.35,681,9,17,161,79,15,1
2237,15,98,43,0.06,27,4,263,171,182,8,1
1269,44,75,33,0.28,717,9,127,91,44,34,1
3182,1,123,43,0.39,179,14,199,84,88,5,1
409,13,98,66,0.07,21,8,251,20,30,3,0
2089,48,128,57,0.2,916,13,27,47,82,40,1
3987,39,75,91,0.02,153,5,235,15,192,37,1
3204,39,99,60,0.05,425,6,38,56,185,42,1
383,38,190,75,0.12,721,7,299,177,196,35,1
780,3,116,9,0.55,268,5,196,102,195,40,1
1547,30,8,12,0.57,750,9,10,182,59,16,1
1467,44,138,28,0.14,487,13,36,29,184,1,1
3813,41,96,50,0.42,114,13,5,144,115,43,1
1793,26,180,45,0.44,332,8,49,199,189,49,1
4166,11,95,22,0.38,984,11,236,50,92,21,1
2023,6,4,22,0.36,480,14,72,78,140,11,1
928,12,3,90,0.29,243,8,204,195,181,31,1
4322,16,173,54,0.12,829,7,127,198,192,40,1
2934,22,30,54,0.08,944,10,226,184,44,35,1
3057,22,75,69,0.22,234,2,256,81,83,45,1
2645,38,175,82,0.14,693,10,121,158,158,45,1
2347,12,34,59,0.48,655,1,289,54,190,25,1
710,36,67,24,0.36,79,13,165,11,137,48,1
3194,17,57,76,0.43,322,1,72,70,57,17,1
3212,40,149,74,0.3,714,9,6,73,50,21,1
4271,32,169,45,0.07,348,6,210,176,135,11,1
4035,45,75,69,0.46,85,2,18,63,132,0,1
1319,37,53,45,0.37,500,8,113,192,94,33,1
4756,3,40,82,0.37,308,7,135,9,155,34,1
1344,25,77,22,0.17,507,2,2,9,114,3,0
1059,19,197,31,0.34,934,4,145,72,137,40,1
2141,37,74,42,0.54,799,2,150,156,29,34,1
1807,38,102,20,0.23,551,6,104,179,175,21,1
2014,41,116,99,0.35,537,9,210,177,100,23,1
4693,49,98,89,0.08,66,7,142,51,191,16,1
1241,43,68,86,0.23,341,14,165,157,129,15,1
1103,47,89,87,0.57,983,9,28,153,36,35,1
2891,19,150,71,0.16,316,11,191,49,63,46,1
2454,16,23,67,0.48,877,7,17,139,103,27,1
3612,26,152,15,0.55,641,9,255,189,112,7,1
3754,33,195,83,0.6,472,10,231,144,102,30,1
1872,15,11,58,0.26,210,1,64,146,78,40,1
1321,37,60,84,0.14,16,6,210,32,196,12,1
1769,20,34,48,0.32,353,3,284,62,115,40,1
302,5,16,39,0.34,592,14,251,52,164,27,1
2818,48,154,46,0.49,208,14,283,161,42,0,1
1609,40,171,30,0.08,478,2,6,101,96,33,1
786,24,147,71,0.25,911,5,249,112,117,37,1
1978,6,156,98,0.58,652,2,204,177,118,11,1
2240,12,176,28,0.59,524,3,285,177,92,11,1
1052,4,102,5,0.36,964,2,165,54,182,31,1
3035,48,180,10,0.33,168,1,158,143,154,24,1
1972,43,128,63,0.08,153,14,203,34,170,34,1
3802,13,85,24,0.57,422,9,67,17,165,48,1
4187,47,81,67,0.11,714,7,64,67,137,7,1
3752,21,50,40,0.02,869,11,165,67,10,41,1
3242,5,111,30,0.31,333,12,144,57,98,43,1
3884,13,42,93,0.39,60,5,221,46,30,41,1
4488,2,81,49,0.39,73,9,194,159,149,36,1
4477,44,54,17,0.49,890,2,89,109,3,47,1
3577,6,72,33,0.44,777,10,93,35,149,29,1
390,29,87,54,0.12,124,2,62,76,152,0,1
2438,23,27,38,0.56,108,11,94,37,91,38,1
3537,35,47,84,0.12,910,4,13,146,47,47,1
1750,10,26,31,0.22,867,2,81,61,190,49,1
1283,20,83,70,0.35,301,7,74,56,129,19,1
2620,25,162,21,0.17,246,10,66,110,104,33,1
2348,36,126,97,0.16,471,12,221,182,111,45,1
187,10,143,31,0.38,486,11,214,120,190,44,1
2848,27,4,58,0.59,679,8,125,31,67,41,1
2980,7,1,56,0.15,372,3,273,68,190,40,1
3970,21,108,8,0.37,501,4,49,84,161,33,1
4232,22,92,32,0.34,11,6,252,60,87,48,1
1883,46,168,5,0.01,371,8,215,47,122,35,1
2189,18,92,87,0.03,440,7,103,13,130,40,1
257,1,61,14,0.57,751,1,119,149,54,5,1
2283,25,164,12,0.43,487,1,249,183,122,0,1
1900,21,146,13,0.09,510,4,228,140,42,30,1
1737,49,104,13,0.21,709,4,44,81,105,28,1
2253,30,131,73,0.34,190,6,222,50,11,36,1
2258,32,171,90,0.43,986,7,162,162,24,29,1
900,35,46,38,0.08,576,6,115,21,190,34,1
2253,47,28,12,0.0,448,7,230,47,63,34,1
3740,14,65,38,0.39,974,1,10,182,105,48,1
3405,39,52,75,0.34,353,12,70,18,96,11,1
2659,42,79,57,0.46,852,5,36,117,173,35,1
273,25,12,92,0.09,516,8,256,141,56,10,0
3824,29,96,11,0.3,564,9,169,150,111,15,1
1461,40,25,30,0.44,584,4,87,6,147,8,1
4442,32,164,59,0.55,751,13,183,119,148,5,1
372,11,149,86,0.4,741,12,244,114,198,20,1
1561,28,10,94,0.46,790,11,91,91,90,44,1
2136,5,191,82,0.04,536,7,268,123,81,26,1
4650,35,51,95,0.02,119,6,169,95,152,22,1
2337,25,27,0,0.42,711,14,257,159,145,0,0
736,41,18,12,0.26,682,11,84,30,90,30,1
2067,7,181,34,0.01,888,1,76,182,130,40,1
1518,33,183,45,0.23,477,13,36,191,27,34,1
3973,42,79,8,0.33,862,6,132,132,70,45,1
4885,27,133,12,0.52,681,11,196,87,40,28,1
1046,44,37,49,0.1,5,9,45,78,27,39,1
2584,47,52,34,0.55,943,4,150,6,151,43,1
2862,21,118,71,0.01,884,9,40,120,91,38,1
672,27,60,43,0.24,743,13,108,181,30,25,1
3874,25,25,10,0.39,434,3,112,107,117,18,1
2833,22,123,98,0.08,708,6,227,170,150,20,1
4443,11,33,81,0.47,176,8,144,197,149,29,1
1125,6,15,77,0.58,500,10,73,189,47,31,1
353,3,1,65,0.03,287,13,215,24,39,14,1
713,30,166,47,0.02,554,5,166,149,23,11,1
2996,28,173,14,0.58,182,2,133,109,152,1,1
4044,41,135,63,0.13,967,6,20,91,140,7,1
2042,17,12,39,0.11,167,2,287,141,34,45,1
3545,23,68,47,0.16,149,4,88,23,43,6,1
2744,34,154,22,0.48,700,13,233,142,65,31,1
4354,21,138,14,0.02,276,2,201,190,189,42,1
3248,5,50,65,0.07,423,8,36,65,107,8,1
568,44,153,84,0.48,238,1,256,94,7,27,1
4483,15,96,22,0.39,389,13,178,80,76,24,1
1919,46,192,92,0.35,348,9,245,174,88,8,1
3860,2,54,94,0.24,617,4,266,84,8,45,1
962,24,43,85,0.07,266,2,209,36,50,49,1
3984,10,102,69,0.08,942,7,279,44,27,49,1
4952,20,155,11,0.12,135,10,181,68,72,11,1
3238,35,144,89,0.43,527,7,211,40,136,5,1
1365,41,92,73,0.03,866,4,259,130,28,11,1
3278,47,189,75,0.12,368,8,285,187,24,29,1
621,21,86,14,0.28,42,1,248,36,87,2,1
3305,30,195,17,0.38,299,12,292,116,123,34,1
2521,29,128,68,0.09,984,9,172,89,70,16,1
147,35,166,78,0.12,780,2,219,156,108,8,1
4083,38,64,91,0.12,369,14,277,120,126,39,1
1689,26,43,72,0.54,339,3,42,43,33,3,1
4892,20,101,99,0.42,488,8,42,135,139,19,1
4077,36,124,80,0.14,493,3,108,113,121,1,1
310,43,142,20,0.57,24,9,31,159,99,22,1
985,40,64,90,0.29,753,6,82,58,143,6,1
1847,18,191,28,0.35,791,14,247,97,199,28,1
381,22,197,59,0.38,838,7,280,180,44,14,1
4260,13,49,51,0.4,604,3,232,137,43,39,1
317,15,180,38,0.35,512,8,62,117,113,45,1
2109,16,82,9,0.24,827,1,243,167,134,13,1
122,25,151,66,0.13,913,8,28,164,99,5,0
2971,3,119,67,0.28,978,14,5,59,105,9,1
2503,5,118,48,0.37,96,5,93,8,109,19,1
3938,27,160,97,0.32,178,12,1,20,80,46,1
227,39,48,41,0.34,281,5,270,122,139,4,1
2049,33,100,13,0.06,48,11,134,190,142,19,1
821,40,12,22,0.13,247,9,29,162,13,36,1
995,38,186,30,0.4,486,12,153,172,126,46,1
4545,4,152,37,0.43,369,1,299,162,113,27,1
319,43,3,48,0.15,285,3,253,197,106,6,1
1905,38,86,66,0.47,1,3,149,171,182,16,1
1705,2,2,12,0.35,157,1,26,22,136,23,1
3802,19,8,62,0.32,64,14,103,18,67,25,1
2583,18,101,18,0.51,821,11,125,156,103,10,1
4204,11,129,97,0.57,386,5,243,124,84,0,1
2739,35,46,94,0.37,644,12,246,174,193,6,1
4411,11,4,66,0.18,665,2,287,5,22,7,0
2172,33,72,5,0.13,498,1,77,70,154,23,1
3211,2,32,48,0.19,342,9,175,14,194,2,1
554,1,16,52,0.22,431,11,132,34,67,14,1
2454,33,31,90,0.53,55,1,55,105,114,4,1
2251,13,133,52,0.22,50,11,75,137,62,31,1
3339,27,171,5,0.54,831,12,169,6,78,38,1
4631,1,141,7,0.51,360,10,253,154,27,7,0
1203,42,136,31,0.3,0,6,33,61,148,31,1
4211,29,139,76,0.16,208,5,221,11,9,48,1
2477,45,195,34,0.28,669,14,135,59,119,3,1
1386,40,33,1,0.58,797,11,196,77,182,20,1
456,22,132,96,0.16,952,12,21,166,65,34,1
3528,39,150,15,0.34,272,13,12,125,59,9,1
4094,20,58,92,0.03,555,8,214,91,74,25,1
326,44,188,36,0.19,368,7,89,175,154,16,1
3530,40,98,43,0.54,487,9,229,57,178,46,1
2411,45,107,63,0.45,379,6,54,175,66,3,1
2646,2,81,9,0.56,370,12,281,56,199,2,1
2018,41,96,95,0.24,626,7,224,50,133,13,1
510,17,26,56,0.53,989,11,205,67,58,16,1
2496,48,143,94,0.4,173,2,86,53,126,22,1
3789,41,160,12,0.52,54,1,84,174,112,24,1
1632,5,181,57,0.56,207,9,77,79,100,33,1
3567,48,61,37,0.43,407,6,126,162,193,38,1
4852,26,124,56,0.52,869,12,276,166,132,8,1
4248,13,4,79,0.36,512,10,67,133,88,44,1
2425,34,145,25,0.25,135,9,115,105,118,29,1
2789,30,81,67,0.09,923,8,82,39,61,34,1
1021,44,12,91,0.01,748,6,221,92,12,29,1
1375,41,139,14,0.15,665,5,200,17,148,41,1
202,2,14,43,0.22,589,1,273,46,99,41,1
3658,12,15,37,0.19,456,2,150,36,197,14,1
4010,22,13,56,0.54,61,9,200,165,174,29,1
3156,38,34,26,0.14,418,5,15,33,36,41,1
3136,13,5,91,0.44,146,14,31,163,146,5,0
779,48,116,23,0.12,755,11,281,139,34,40,1
4017,25,70,26,0.53,685,2,207,98,71,32,1
4219,40,175,22,0.11,295,14,256,198,84,8,1
4052,39,43,12,0.58,678,13,291,154,107,24,1
2382,47,24,3,0.22,631,2,240,33,66,30,1
1623,37,172,58,0.51,911,2,52,130,9,33,1
3318,21,49,32,0.15,179,11,82,8,154,17,1
4425,18,33,30,0.4,585,11,127,100,133,12,1
4932,19,2,65,0.39,315,11,175,169,160,18,1
735,13,34,26,0.38,613,6,299,75,185,44,1
3938,25,191,85,0.29,291,8,277,90,170,16,1
1629,16,126,74,0.56,970,13,96,179,14,46,1
1018,45,67,27,0.28,67,6,225,82,94,45,1
3787,29,138,33,0.4,999,12,55,131,185,39,1
2083,46,143,88,0.4,138,7,60,155,82,10,1
817,16,76,65,0.39,415,1,14,59,172,17,1
695,22,117,39,0.39,379,11,294,29,103,8,0
4171,44,167,51,0.14,224,12,122,186,10,39,1
1129,12,51,9,0.05,946,11,37,36,144,31,1
686,43,143,13,0.58,345,12,169,111,6,22,1
4375,26,91,2,0.25,731,11,213,7,191,18,1
2150,28,148,53,0.32,529,12,221,137,180,19,1
150,28,71,72,0.28,118,4,192,12,163,34,1
3967,23,90,95,0.26,856,1,120,197,58,22,1
4949,39,191,29,0.54,454,3,109,59,62,45,1
918,30,91,95,0.18,277,11,39,174,113,27,1
4147,36,181,2,0.09,154,12,115,140,66,47,1
71,38,142,16,0.05,149,3,272,175,61,42,1
2675,14,141,48,0.55,547,4,27,143,130,34,1
1953,31,78,78,0.38,338,8,116,185,93,1,1
2626,46,172,85,0.06,233,14,248,47,155,4,1
4159,12,39,97,0.33,687,3,50,36,84,5,1
4664,47,66,53,0.28,985,4,296,185,134,9,1
3343,11,80,51,0.58,893,9,57,180,58,11,1
1985,4,188,12,0.32,341,7,11,58,2,40,1
665,25,161,81,0.58,239,7,20,122,84,11,1
2500,43,192,21,0.43,741,4,148,38,79,6,1
3634,25,97,45,0.42,811,10,44,197,97,22,1
336,44,47,14,0.17,125,6,259,180,172,35,1
3368,20,160,78,0.07,565,14,45,83,136,28,1
1973,8,10,7,0.34,215,11,169,161,61,48,1
4971,24,64,46,0.28,545,11,273,21,36,19,1
2823,18,77,91,0.57,184,11,132,106,136,28,1
2140,38,3,83,0.12,840,7,93,66,168,31,1
2851,9,188,59,0.11,415,7,278,73,66,1,1
1042,24,87,57,0.1,814,9,155,120,119,3,1
1634,49,154,38,0.1,384,2,140,73,75,13,1
1953,5,69,79,0.19,114,13,97,157,91,36,1
925,48,160,21,0.32,827,10,48,143,140,47,1
4879,45,104,30,0.52,953,1,146,128,196,18,1
1935,13,128,77,0.57,415,12,259,195,0,8,1
193,21,34,43,0.51,485,9,253,147,190,14,1
2306,9,103,89,0.14,464,6,224,167,56,20,1
1172,2,76,45,0.28,319,10,17,70,162,16,1
749,48,38,18,0.08,188,12,188,187,188,13,1
4259,1,85,14,0.4,732,12,31,173,23,34,1
320,8,150,47,0.01,499,2,208,161,107,36,1
112,24,30,92,0.22,57,6,153,24,46,7,0
1057,34,181,35,0.38,244,5,203,196,15,9,1
2893,10,84,33,0.45,696,12,137,179,133,45,1
2322,45,130,87,0.57,868,12,188,47,175,5,1
2032,1,199,13,0.45,841,2,153,135,100,17,1
2478,35,38,68,0.18,813,6,117,156,176,33,1
3774,41,57,64,0.38,450,4,237,56,3,32,1
4463,26,33,34,0.45,106,4,15,144,8,21,1
2805,4,177,61,0.46,504,12,113,114,4,18,1
